name,Sampling day?,Julian_Day,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Auburn, Alabama",,21352,12/18/2021,20,15.7,17.8,20,15.7,17.8,17,95.6,45.54,100,50,rain,0,0,,18.2,172.5,1017.8,88.6,13.7,30.2,2.7,2,,2021-12-18 6:38:35,2021-12-18 16:38:56,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KALX,TKGA1,72026563833,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,KCSG,72228403892"
"Auburn, Alabama",,21353,12/19/2021,16.1,3.4,11.5,16.1,0.5,10.5,9.6,88.7,0.3,100,4.17,rain,0,0,42.8,24,310.4,1018.1,65.4,12.5,54,4.7,2,,2021-12-19 6:39:09,2021-12-19 16:39:23,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21354,12/20/2021,9,2.9,6.5,6.8,-0.5,3.9,2.7,77.7,0,0,0,,0,0,35.3,22.3,77.5,1022.4,56.5,15.8,36.6,3.3,2,,2021-12-20 6:39:41,2021-12-20 16:39:51,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,21355,12/21/2021,5.7,3.4,4.5,3.6,-0.5,1.7,3.3,91.6,9.66,100,37.5,rain,0,0,,20.3,188.7,1015.7,79.5,13.1,25.1,2.2,1,,2021-12-21 6:40:11,2021-12-21 16:40:20,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21356,12/22/2021,14.4,2.2,6.8,14.4,-0.2,5.2,1.3,71.5,0,0,0,,0,0,33.5,22.3,320.3,1017.3,0,16,71.5,6.2,4,,2021-12-22 6:40:41,2021-12-22 16:40:51,0.55,Clear,Clear conditions throughout the day.,clear-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21357,12/23/2021,16.2,0.6,7.9,16.2,-3.5,6.5,-1.1,55.9,0,0,0,,0,0,,14.5,153,1023.5,0,16,70.4,5.9,4,,2021-12-23 6:41:08,2021-12-23 16:41:23,0.59,Clear,Clear conditions throughout the day.,clear-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,21358,12/24/2021,20,3.8,11.9,20,2.6,11.5,6.6,71,0,0,0,,0,0,27.7,25.7,165.4,1021.3,8.9,15.9,67.5,5.8,3,,2021-12-24 6:41:35,2021-12-24 16:41:57,0.63,Clear,Clear conditions throughout the day.,clear-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21359,12/25/2021,21.2,10.6,15.7,21.2,10.6,15.7,13.1,85.4,0,0,0,,0,0,40.7,22.3,209.3,1017.1,61.7,13.8,61.9,5.3,3,,2021-12-25 6:41:59,2021-12-25 16:42:32,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21360,12/26/2021,21.7,15,17.2,21.7,15,17.2,15.9,92.2,0,0,0,,0,0,,11.2,170.5,1017.7,69.6,12.7,40.7,3.5,2,,2021-12-26 6:42:23,2021-12-26 16:43:09,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21361,12/27/2021,22.2,15,18,22.2,15,18,16.4,91,0,0,0,,0,0,29.5,20.4,217.6,1016.2,68.8,11.1,48.5,4.1,2,,2021-12-27 6:42:44,2021-12-27 16:43:47,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,21362,12/28/2021,24.7,16.7,20.2,24.7,16.7,20.2,17,83.2,0,0,0,,0,0,41.8,29.3,193.2,1013.7,81.5,15.3,51.1,4.3,2,,2021-12-28 6:43:04,2021-12-28 16:44:26,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21363,12/29/2021,23.4,18.4,20.8,23.4,18.4,20.8,19.2,90.9,8.74,100,50,rain,0,0,47.9,22.1,198,1013.2,88.6,14.5,36.7,3.1,2,,2021-12-29 6:43:23,2021-12-29 16:45:06,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KALX,TKGA1,72026563833,KAUO,72225013829,KLSF,72225593842,72036363872,AU556,TKSA1,KCSG,72228403892"
"Auburn, Alabama",,21364,12/30/2021,24.4,16.7,20.4,24.4,16.7,20.4,19,92.2,11.77,100,20.83,rain,0,0,59,29.2,245.5,1013.8,89.3,12.4,45,3.7,3,,2021-12-30 6:43:39,2021-12-30 16:45:48,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,21365,12/31/2021,25.7,16.2,20.3,25.7,16.2,20.3,18.4,89.6,0.3,100,4.17,rain,0,0,33.5,25.8,160.3,1015,77.2,10.5,61.5,5.4,3,,2021-12-31 6:43:54,2021-12-31 16:46:31,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22001,1/1/2022,26.2,20,22.4,26.2,20,22.4,19.4,84.3,16.2,100,8.33,rain,0,0,51.8,35.1,195.8,1012.4,95.4,15.6,52.8,4.7,3,,2022-01-01 6:44:07,2022-01-01 16:47:15,0.99,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22002,1/2/2022,22.2,7.9,15.9,22.2,3.7,15.8,14.6,92.3,27.39,100,50,rain,0,0,51.9,31.7,167.4,1010.5,94.9,12.9,18.8,1.7,1,,2022-01-02 6:44:19,2022-01-02 16:47:59,1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,22003,1/3/2022,5.7,-1.6,1.9,2,-5.9,-2.9,-0.8,82.8,0.79,100,8.33,rain,0,0,60.9,38.4,307,1023.6,17.9,15.7,43.5,3.9,3,,2022-01-03 6:44:29,2022-01-03 16:48:45,0,Rain,Clear conditions throughout the day with early morning rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22004,1/4/2022,12.4,-2.1,4.9,12.4,-7.3,3.2,1.4,79.7,0,0,0,,0,0,,16.5,96.1,1025.5,17.5,16,71.9,6.2,4,,2022-01-04 6:44:37,2022-01-04 16:49:32,0.02,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22005,1/5/2022,14.4,4.4,9.4,14.4,4.4,9.3,6.3,81.9,0,0,0,,0,0,,13,137,1018.3,43.9,15.7,72.7,6.2,3,,2022-01-05 6:44:43,2022-01-05 16:50:20,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,22006,1/6/2022,20.6,2.9,10.5,20.6,-2.3,9.4,7.6,83.7,1.01,100,8.33,rain,0,0,47.8,29.4,202.7,1014.8,38.5,15,69.6,5.9,3,,2022-01-06 6:44:48,2022-01-06 16:51:09,0.09,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,22007,1/7/2022,9.8,-1.6,3.4,9.7,-5.5,1.2,-3.3,64.5,0,0,0,,0,0,31.7,16.5,218.8,1024.4,7.3,16,71.4,6.1,3,,2022-01-07 6:44:51,2022-01-07 16:51:58,0.14,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22008,1/8/2022,13.9,-0.8,6.9,13.9,-4.3,5.4,-2,55.4,0,0,0,,0,0,33.5,18.3,78.7,1030,4.2,16,75.3,6.3,4,,2022-01-08 6:44:52,2022-01-08 16:52:48,0.19,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,22009,1/9/2022,20.7,9.4,14.4,20.7,6.6,14.2,12.5,88.8,9.67,100,33.33,rain,0,0,35.3,25.7,175.2,1025.4,86.8,14.1,44.6,3.9,2,,2022-01-09 6:44:51,2022-01-09 16:53:40,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22010,1/10/2022,12.9,3.3,7.6,12.9,-1.2,5.3,-3.7,48.7,0,0,0,,0,0,44.3,29.3,305.5,1028.6,16.8,16,92.1,8,5,10,2022-01-10 6:44:48,2022-01-10 16:54:31,0.28,Clear,Clear conditions throughout the day.,clear-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22011,1/11/2022,11.7,-1.6,4.7,11.7,-2.5,4,-5.8,49.1,0,0,0,,0,0,29.9,14.7,101.5,1031.7,0,16,79.3,6.9,4,10,2022-01-11 6:44:44,2022-01-11 16:55:24,0.33,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,72026563833,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,KCSG,72228403892"
"Auburn, Alabama",,22012,1/12/2022,12.9,-1.6,5.9,12.9,-1.6,5.3,-1.8,60.2,0,0,0,,0,0,16.2,11,96.2,1026.6,0.1,16,79.9,6.8,4,10,2022-01-12 6:44:38,2022-01-12 16:56:17,0.38,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22013,1/13/2022,16.2,0.4,8.5,16.2,0.4,7.9,1.1,62.3,0,0,0,,0,0,37.1,22.3,226.2,1016.6,7.4,16,82.8,7.1,4,10,2022-01-13 6:44:30,2022-01-13 16:57:10,0.41,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,72026563833,KAUO,72225013829,KLSF,72225593842,AU556,KCSG,TKSA1,72228403892"
"Auburn, Alabama",,22014,1/14/2022,14.4,1.7,7.9,14.4,-0.6,6.9,0.8,63.9,0,0,0,,0,0,25.9,16.5,293.5,1015.9,0.1,16,107.4,9.2,6,10,2022-01-14 6:44:20,2022-01-14 16:58:04,0.45,Clear,Clear conditions throughout the day.,clear-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22015,1/15/2022,13.4,4,8.5,13.4,2.8,7.1,3.6,72.6,5.3,100,25,rain,0,0,52.9,31.7,85.3,1014.8,31.3,15.6,52.7,4.6,3,10,2022-01-15 6:44:09,2022-01-15 16:58:59,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22016,1/16/2022,7.9,0.7,4.2,3.8,-5.1,0,3,92.1,16.49,100,45.83,"rain,snow",0.1,0.1,57.7,33.6,205.2,1004,79.7,13,21.5,1.7,1,10,2022-01-16 6:43:55,2022-01-16 16:59:54,0.49,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22017,1/17/2022,3.9,-2.1,1.8,0.3,-4.1,-1.6,-0.7,83.9,0,0,0,"rain,snow",0,0,45,22.3,300.7,1015.7,62.9,16,31.5,2.6,1,10,2022-01-17 6:43:40,2022-01-17 17:00:49,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KALX,TKGA1,72026563833,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,KCSG,72228403892"
"Auburn, Alabama",,22018,1/18/2022,12.2,-3.8,4.1,12.2,-6.1,3.4,-1.6,70,0,0,0,,0,0,14.4,9.3,111.8,1023.1,0,15.7,88.4,7.6,4,10,2022-01-18 6:43:24,2022-01-18 17:01:45,0.5,Clear,Clear conditions throughout the day.,clear-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,22019,1/19/2022,16.7,1.3,10.3,16.7,1.3,10.3,3.9,65.9,0,0,0,,0,0,29.5,22.2,118.2,1022.2,19,16,80.9,7,4,10,2022-01-19 6:43:05,2022-01-19 17:02:41,0.52,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,72036363872,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22020,1/20/2022,12.2,1.2,8,12.2,-4,6.4,6.8,92,12.19,100,58.33,rain,0,0,37.4,23.9,245.5,1019.9,79.7,12,18.6,1.6,1,10,2022-01-20 6:42:45,2022-01-20 17:03:37,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22021,1/21/2022,4.6,0,2.4,2.2,-4.6,-0.8,0.4,86.8,0.47,100,12.5,rain,0,0,40,20.4,264.5,1024.7,95.9,15.2,23.2,2,1,10,2022-01-21 6:42:23,2022-01-21 17:04:33,0.56,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22022,1/22/2022,8.1,-1.8,3.2,7.4,-1.8,1.6,-1.1,74.9,0,0,0,,0,0,28.1,12.6,140.8,1026.3,50.9,15.5,69.1,5.9,5,10,2022-01-22 6:41:59,2022-01-22 17:05:30,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KALX,TKGA1,72026563833,KAUO,72225013829,KLSF,72225593842,72036363872,AU556,TKSA1,KCSG,72228403892"
"Auburn, Alabama",,22023,1/23/2022,9.4,-6.1,1.8,8,-8.7,0.6,-5.4,64.7,0,0,0,,0,0,29.5,16.5,209.9,1020.1,0,15,96.3,8.4,5,10,2022-01-23 6:41:34,2022-01-23 17:06:27,0.65,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22024,1/24/2022,14.4,-2.8,6.1,14.4,-2.8,5.9,-1.2,63.2,0,0,0,,0,0,25.9,18.2,143.5,1015.6,0.1,16,94.3,8,5,10,2022-01-24 6:41:06,2022-01-24 17:07:24,0.7,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,72026563833,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,KCSG,72228403892"
"Auburn, Alabama",,22025,1/25/2022,14.4,7.2,10.1,14.4,4.8,9.7,3.2,63.3,0,0,0,rain,0,0,25.6,12.8,169.9,1017,54.8,16,76.5,6.5,3,10,2022-01-25 6:40:38,2022-01-25 17:08:21,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22026,1/26/2022,13.4,0,6.4,13.4,-4.9,3.9,-4.9,49,0,0,0,,0,0,45.7,24,297.8,1023.6,0,16,119.6,10.2,5,10,2022-01-26 6:40:07,2022-01-26 17:09:18,0.81,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22027,1/27/2022,13.9,-0.1,6.5,13.9,-2.3,5.6,-4,48.7,0,0,0,,0,0,35.3,20.5,87,1024.8,3.7,16,109.6,9.5,5,10,2022-01-27 6:39:35,2022-01-27 17:10:15,0.86,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,72026563833,KAUO,72225013829,KLSF,72225593842,72036363872,AU556,TKSA1,KCSG,72228403892"
"Auburn, Alabama",,22028,1/28/2022,10.6,3,6.1,10.6,-1.3,4.2,-4,49.2,0,0,0,,0,0,53.7,29.8,205.4,1019.2,43.4,16,73.6,6.2,4,10,2022-01-28 6:39:02,2022-01-28 17:11:12,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KALX,TKGA1,72026563833,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,KCSG,72228403892"
"Auburn, Alabama",,22029,1/29/2022,5.7,-3.8,0.4,2.6,-11.4,-3.8,-12,41.5,0,0,0,,0,0,54.8,29.8,284,1023.7,9.1,15.5,119.2,10.1,6,10,2022-01-29 6:38:26,2022-01-29 17:12:08,0.95,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,72026563833,KAUO,72225013829,KLSF,72225593842,AU556,KCSG,TKSA1,72228403892"
"Auburn, Alabama",,22030,1/30/2022,16.6,-5.9,5.2,16.6,-5.9,4.9,-4.5,54.1,0,0,0,,0,0,40.2,22.3,149,1020.6,0.4,14.2,115.3,9.9,6,10,2022-01-30 6:37:50,2022-01-30 17:13:05,0.98,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,72026563833,72225593842,72036363872,KEUF,KCSG,TKSA1,KAUO,72225013829,KLSF,AU556,72228403892"
"Auburn, Alabama",,22031,1/31/2022,18.4,-0.4,9.7,18.4,-0.4,9.4,0,56.3,0,0,0,,0,0,18.7,14.7,143,1021.1,0,15.1,137,11.8,6,10,2022-01-31 6:37:11,2022-01-31 17:14:02,1,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22032,2/1/2022,18.4,6.1,12.3,18.4,3.4,11.4,-1.1,40.1,0,0,0,,0,0,37,24,109.5,1023,0,16,117.4,10.2,5,10,2022-02-01 6:36:31,2022-02-01 17:14:59,0,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,22033,2/2/2022,19.4,8.9,13.6,19.4,6.5,13,8.7,73.8,5.83,100,20.83,rain,0,0,50,27.8,124.1,1020.4,55.9,15.4,74.3,6.5,4,10,2022-02-02 6:35:50,2022-02-02 17:15:55,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22034,2/3/2022,19.4,14.4,16.7,19.4,14.4,16.7,15.1,90.8,63.31,100,50,rain,0,0,52.4,35.1,154.6,1015.9,96.6,14.3,26.8,2.2,1,10,2022-02-03 6:35:07,2022-02-03 17:16:51,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,22035,2/4/2022,17.9,1.2,8.1,17.9,-4.7,5.6,7.2,94,31.78,100,62.5,rain,0,0,38.9,27.6,293.3,1021.5,97.9,14.7,20.5,1.7,1,10,2022-02-04 6:34:23,2022-02-04 17:17:47,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KALX,TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22036,2/5/2022,8.4,-2.1,2.6,5.9,-7.3,-1.4,-5.3,60.1,0,0,0,,0,0,39.6,27.6,220,1029,16.7,16,159.2,13.7,6,10,2022-02-05 6:33:37,2022-02-05 17:18:43,0.11,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,KAUO,72026563833,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22037,2/6/2022,13.3,-0.6,6.2,13.3,-5.5,3.7,-1.4,59.1,0,0,0,,0,0,43.9,20.5,72.3,1026.2,25,16,137,11.6,6,10,2022-02-06 6:32:50,2022-02-06 17:19:39,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KALX,TKGA1,KAUO,72026563833,72225593842,72036363872,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22038,2/7/2022,10,5,7.5,10,3.3,6.4,2.1,69.2,0,0,0,,0,0,23.8,16.4,195.1,1022.9,52.9,16,56.9,5,2,10,2022-02-07 6:32:02,2022-02-07 17:20:34,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22039,2/8/2022,13.9,1.2,6.8,13.9,-1.2,5.2,-1.7,58.4,0,0,0,,0,0,33.5,20.5,192.3,1022.4,0.1,16,104.4,8.9,6,10,2022-02-08 6:31:12,2022-02-08 17:21:29,0.25,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22040,2/9/2022,16.2,-1.2,8.2,16.2,-2.5,7.8,-1.7,55.1,0,0,0,,0,0,29.5,18.2,149.4,1019.9,0,16,139.1,12,6,10,2022-02-09 6:30:21,2022-02-09 17:22:24,0.29,Clear,Clear conditions throughout the day.,clear-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22041,2/10/2022,18.9,4.3,11.8,18.9,4.3,11.5,-0.5,45,0,0,0,,0,0,18.4,20.3,166.7,1019.6,0,16,141.6,12.4,6,10,2022-02-10 6:29:28,2022-02-10 17:23:18,0.34,Clear,Clear conditions throughout the day.,clear-day,"TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22042,2/11/2022,18.9,6.6,12.4,18.9,6.6,12.3,0.5,45.6,0,0,0,,0,0,35.3,14.7,158.7,1018.4,0,16,134.8,11.7,6,10,2022-02-11 6:28:35,2022-02-11 17:24:12,0.38,Clear,Clear conditions throughout the day.,clear-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22043,2/12/2022,20.7,1.8,12.5,20.7,1.8,12.4,4.6,62.8,0,0,0,,0,0,44.6,22,182.5,1019.5,0,15.9,131.7,11.5,6,10,2022-02-12 6:27:40,2022-02-12 17:25:06,0.42,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,72026563833,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,KCSG,72228403892"
"Auburn, Alabama",,22044,2/13/2022,9.4,2.2,5.9,6.3,-1.6,2.8,-6.5,44,0,0,0,,0,0,45.4,29.5,320.9,1022.5,19.8,16,143.9,12.6,7,10,2022-02-13 6:26:44,2022-02-13 17:25:59,0.45,Clear,Clear conditions throughout the day.,clear-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22045,2/14/2022,14.4,-1.7,6.4,14.4,-3.6,5.7,-5.1,46.2,0,0,0,,0,0,29.5,18.1,217.3,1027.9,0,16,150.8,13,6,10,2022-02-14 6:25:47,2022-02-14 17:26:52,0.48,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22046,2/15/2022,18.9,2.2,11,18.9,0.7,10.9,-1.9,43.7,0,0,0,,0,0,26.3,18.3,93.6,1031.4,0.1,16,155.8,13.5,7,10,2022-02-15 6:24:49,2022-02-15 17:27:45,0.49,Clear,Clear conditions throughout the day.,clear-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22047,2/16/2022,22.3,8.3,14.8,22.3,6.1,14.3,6.3,58.1,0,0,0,,0,0,42.4,29.5,138.6,1028.4,40.7,16,139.1,12,6,10,2022-02-16 6:23:49,2022-02-16 17:28:37,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22048,2/17/2022,22.2,13.8,18,22.2,13.8,18,15.3,84.7,9.26,100,8.33,rain,0,0,62.9,38.8,173.2,1018.4,87,15.7,50.5,4.5,2,10,2022-02-17 6:22:49,2022-02-17 17:29:29,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,22049,2/18/2022,16.2,1.7,8.7,16.2,-1.5,6.7,5.2,79.5,8.16,100,25,rain,0,0,60.1,22.2,319.5,1020.3,54.9,16,107.2,9.4,6,10,2022-02-18 6:21:47,2022-02-18 17:30:21,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,22050,2/19/2022,15.7,-1.6,6.5,15.7,-6.4,4.4,-3.5,54,0,0,0,,0,0,44.6,22.2,346.7,1027.2,0,16,183.1,16,7,10,2022-02-19 6:20:45,2022-02-19 17:31:12,0.54,Clear,Clear conditions throughout the day.,clear-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,22051,2/20/2022,18.4,2.2,10.7,18.4,-0.9,9.5,-2.7,42.5,0,0,0,,0,0,24.1,16.4,108.3,1027.8,13.7,15.4,182.4,15.8,7,10,2022-02-20 6:19:41,2022-02-20 17:32:03,0.58,Clear,Clear conditions throughout the day.,clear-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,72228403892,KCSG,TKSA1"
