Week,Julian_Day,Date,Time,Habitat.type,Group #,Drift fence,Trap #,Board #,Humid (r.h.),sun *,Temp (deg C),Spiders,Scorpions,beetles,Ants,millipedes,Crickets,Roaches,Isopods,centipedes,snails,Worms,harvestmen,Earwigs,Other Captures,Bucket Flooded? Note Depth,Comments,Class
,23026,1/26/2023,,Stream,,5,,11,,,,,,,,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Stream,,5,,17,,,,,,,,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Stream,1,5,1,,33.9,2,14.3,1,,,,1,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Stream,2,5,2,,33.9,2,14.3,1,,,4,,,,,,,,,,"isopod, antbed, gnat",,,Ecology
,23027,1/27/2023,,Stream,3,5,3,,33.9,2,14.3,,,,3,,,,,,,,,,Adult 2-lined salamander,,,Ecology
,23027,1/27/2023,,Stream,4,5,4,,33.9,2,14.3,,,,4,1,,,,1,,,,,,,,Ecology
,23027,1/27/2023,,Stream,4,5,,16,33.9,2,14.3,,,,6,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Stream,,5,,18,,,,,,,,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Stream,,5,,43,50,2,12.8,,,,,,,,,,1,,,,,,,Ecology
,23027,1/27/2023,,Stream,,5,,11,,,,,,,,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Stream,,5,,17,,,,,,,,,,,,,,,,,,,,Ecology
,23044,2/13/2023,,Stream,1,5,1,,27,3,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ecology
,23044,2/13/2023,,Stream,2,5,2,,27,2,21.2,0,0,0,50,0,0,0,0,0,1,0,0,,,,,Ecology
,23044,2/13/2023,,Stream,3,5,3,,27,3,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,,Ecology
,23044,2/13/2023,,Stream,4,5,4,,27,3,21.2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,,,Ecology
,23044,2/13/2023,,Stream,2,5,,16,49.6,3,21.2,1,0,0,10,0,0,0,0,0,0,0,0,,,,,Ecology
,23044,2/13/2023,,Stream,1,5,,18,56.6,3,21.2,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,Ecology
,23044,2/13/2023,,Stream,4,5,,43,51.9,3,21.2,0,0,0,6,0,0,0,0,0,0,0,4,0,0,,,Ecology
,23044,2/13/2023,,Stream,3,5,,11,53.4,3,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2 termites,,,Ecology
,23044,2/13/2023,,Stream,,5,,17,,,,,,,,,,1,,,,,,,,,,Ecology
,23045,2/14/2023,1,Stream,,5,1,,31.1,2,22.5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,,,Ecology
,23045,2/14/2023,2,Stream,,5,2,,31.2,3,22.5,,,,10,,,,,1,,,,,,,,Ecology
,23045,2/14/2023,3,Stream,,5,3,,31.1,2,22.5,,,,,,,,,,,1,,,,,,Ecology
,23045,2/14/2023,4,Stream,,5,4,,31.1,2,22.5,,,,4,,,,,1,,,,,,,,Ecology
,23045,2/14/2023,2,Stream,,5,,16,31.1,3,24.2,,,,5,,,,,,,,,,,,,Ecology
,23045,2/14/2023,,Stream,,5,,18,,,,,,,,,,,,,,,,,,,,Ecology
,23045,2/14/2023,,Stream,,5,,43,,,,,,,,,,,,,,,,,,,,Ecology
,23045,2/14/2023,1,Stream,,5,,11,31.1,2,22.5,0,0,0,2,0,0,1,0,0,0,0,0,0,,,,Ecology
,23045,2/14/2023,3,Stream,,5,,17,31.1,2,22.5,,3,,,,,,,,,,,,,,,Ecology
,23046,2/15/2023,,Stream,1,5,1,,75.4,1,24.3,,,1,,,,,,,,,,,,N/A,,Ecology
,23046,2/15/2023,,Stream,2,5,2,,75.4,1,24.3,,,,1,,,,,,,,,,,,,Ecology
,23046,2/15/2023,,Stream,3,5,3,,75.4,1,24.3,0,0,2,2,0,0,0,0,0,0,1,0,0,,,,Ecology
,23046,2/15/2023,,Stream,4,5,4,,,,,,,,,,,,,,,,,,,,,Ecology
,23046,2/15/2023,,Stream,2,5,,16,62.4,1,23.8,,,,,,,,,,,,,,,,,Ecology
,23046,2/15/2023,,Stream,,5,,18,,,,,,,,,,,,,,,,,,,,Ecology
,23046,2/15/2023,,Stream,1,5,,43,63.1,1,24.3,,,,,,,,,,,,,,,,,Ecology
,23046,2/15/2023,,Stream,,5,,11,64,1,24.3,0,0,0,2,0,0,0,0,0,1,1,0,0,two caterpillars,,,Ecology
,23046,2/15/2023,,Stream,,5,,17,,,,,,,,,,,,,,,,,,,,Ecology
,23047,2/16/2023,,Stream,1,5,1,,58,1,25.3,1,,,,,,,,,,,,,,,,Ecology
,23047,2/16/2023,,Stream,2,5,2,,58,1,25.3,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,Ecology
,23047,2/16/2023,,Stream,3,5,3,,58,1,25.3,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,Ecology
,23047,2/16/2023,,Stream,4,5,4,,58,1,25.3,,,,,,,,,,,,,,,,,Ecology
,23047,2/16/2023,,Stream,,5,,16,77.4,1,,,,,,1,,,,,,,,,,,,Ecology
,23047,2/16/2023,,Stream,,5,,18,60,1,25.3,2,,,,,,,,,,,,,,,,Ecology
,23047,2/16/2023,,Stream,,5,,43,60,1,25.3,,,,,,,,,,,,,,3 daddy long leg spiders,,,Ecology
,23047,2/16/2023,,Stream,,5,,11,,,,,,,,,,,,,,,,,,,,Ecology
,23047,2/16/2023,,Stream,,5,,17,72.1,1,25.3,,,,,,,,,,,,,,,,,Ecology
,23048,2/17/2023,,Stream,1,5,1,,50,2,12.8,,,,2,,,,,,,,,,,,,Ecology
,23048,2/17/2023,,Stream,2,5,2,,50,2,12.8,,,,,,,,,,,,,,gnats,,,Ecology
,23048,2/17/2023,,Stream,3,5,3,,50,2,12.8,,,,,3,,,,,,,,,,,,Ecology
,23048,2/17/2023,,Stream,4,5,4,,50.9,,12.8,,,,,,,,,2,,,,,,,,Ecology
,23048,2/17/2023,,Stream,,5,,16,,,,,,,,,,,,,,,,,,,,Ecology
,23048,2/17/2023,,Stream,,5,,18,,,,,,,,,,,,,,,,,,,,Ecology
,23048,2/17/2023,,Stream,,5,,43,,,,,,,,,,,,,,,,,,,,Ecology
,23048,2/17/2023,,Stream,,5,,11,50,12.8,,,,,,1,,,,,,,,,,,,Ecology
,23048,2/17/2023,,Stream,,5,,17,,,,,,,,,,,,,,,,,,,,Ecology
,23051,2/20/2023,,Stream,1,5,1,,63.8,1,19.8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,no,,Ecology
,23051,2/20/2023,,Stream,2,5,2,,63.8,,19.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Ecology
,23051,2/20/2023,,Stream,3,5,3,,63.8,cloudy,19.8,0,0,0,0,2,0,0,0,0,0,0,0,0,1 gnat,,,Ecology
,23051,2/20/2023,,Stream,4,5,4,,63.8,1,19.8,0,0,1,0,0,0,1,0,1,0,0,0,,3 springtails,,,Ecology
,23051,2/20/2023,,Stream,2,5,,16,71.2,cloudy,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Ecology
,23051,2/20/2023,,Stream,1,5,,18,87.7,cloudy,19.8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Ecology
,23051,2/20/2023,,Stream,4,5,,43,72.5,cloudy,19.8,,,,,,,,,,,,1,,,,,Ecology
,23051,2/20/2023,,Stream,,5,,11,,,,,,,,,,,,,,,,,,,,Ecology
,23051,2/20/2023,,Stream,,5,,17,81.5,cloudy,19.8,0,0,0,20,0,0,0,0,0,1,0,0,0,,,,Ecology
,23052,2/21/2023,1,Stream,,5,1,,62.3,2,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Ecology
,23052,2/21/2023,2,Stream,,5,2,,62.3,1,24.3,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,Ecology
,23052,2/21/2023,3,Stream,,5,3,,62.3,2,24.3,1,,,,,,,,,,,,,,,,Ecology
,23052,2/21/2023,4,Stream,,5,4,,62.3,2,24.3,,,,,,,,,1,,,,,,,,Ecology
,23052,2/21/2023,,Stream,,5,,16,62.3,2,24.3,1,,,2,,,,,,,,,1,,,,Ecology
,23052,2/21/2023,,Stream,,5,,18,,,,,,,,,,,,,,,,,,,,Ecology
,23052,2/21/2023,1,Stream,,5,,43,62.3,2,24.5,,,,,,,,,,,,,,,,,Ecology
,23052,2/21/2023,3,Stream,,5,,11,62.3,2,24.5,,,,2,,,,,,,,,,1 caterpillar,,,Ecology
,23052,2/21/2023,2,Stream,,5,,17,62.3,2,24.3,,,,,3,,,,,,,,,,,,Ecology
,23053,2/22/2023,,Stream,1,5,1,,46.9,3,30.7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,Ecology
,23053,2/22/2023,,Stream,2,5,2,,37.4,3,46.9,,,,,,,,,,,,,,,no,,Ecology
,23053,2/22/2023,,Stream,3,5,3,,46.9,3,30.7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ecology
,23053,2/22/2023,,Stream,4,5,4,,,,,,,,,,,,,,,,,,,,,Ecology
,23053,2/22/2023,,Stream,,5,,16,56.2,3,46.9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ecology
,23053,2/22/2023,,Stream,,5,,18,,,,,,,,,,,,,,,,,,,,Ecology
,23053,2/22/2023,,Stream,,5,,43,46.1,3,30.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Ecology
,23053,2/22/2023,,Stream,,5,,11,48.9,3,30.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1 caterpillar,,,Ecology
,23053,2/22/2023,,Stream,,5,,17,44.2,3,31.5,,,,100,,,,,,,,,,,,,Ecology
,23054,2/23/2023,,Stream,1,5,1,,86.4,1,25.7,1,,,1,1,,,,,1,,,,,,,Ecology
,23054,2/23/2023,,Stream,2,5,2,,86.4,,25.7,,,,,,,,,,,,,,,,,Ecology
,23054,2/23/2023,,Stream,3,5,3,,86.4,1,25.7,,,,,,,,,,,,,,,,,Ecology
,23054,2/23/2023,,Stream,4,5,4,,86.4,1,25.7,,,,,,,,,,,,,,Caterpillar,,,Ecology
,23054,2/23/2023,,Stream,,5,,16,83.3,,25.7,,,,2,,,,,,,,,,,,,Ecology
,23054,2/23/2023,,Stream,,5,,18,88.9,,25.7,,,,,,,,,,,,,,,,,Ecology
,23054,2/23/2023,,Stream,,5,,43,,1,25.7,,,,,,,,,,,,,,"1 mite, 1 pupa",,,Ecology
,23054,2/23/2023,,Stream,,5,,11,83.3,,25.7,,,,1,,,,,,,,,,,,,Ecology
,23054,2/23/2023,,Stream,,5,,17,,,25.7,,,,,,,,,,,,,,,,,Ecology
,23055,2/24/2023,,Stream,1,5,1,,74.1,,24.3,,,,,,,,,,,,,,,,,Ecology
,23055,2/24/2023,,Stream,2,5,2,,74.1,1,24.3,,,,,1,1,,,,,,,,,,,Ecology
,23055,2/24/2023,,Stream,3,5,3,,74.1,1,24.3,,,5,,,,,,,,,,,,,,Ecology
,23055,2/24/2023,,Stream,4,5,4,,74.1,1,24.3,,,4,5,,,,,,,,,,,,,Ecology
,23055,2/24/2023,,Stream,,5,,16,,,,,,,,,,,,,,,,,,,,Ecology
,23055,2/24/2023,,Stream,,5,,18,74.1,1,24.3,1,,,,,,,,,,,,,,,,Ecology
,23055,2/24/2023,,Stream,,5,,43,,,,,,,,,,,,,,,,,,,,Ecology
,23055,2/24/2023,,Stream,,5,,11,74.1,1,24.3,,,,,,,,,,,,,,,,,Ecology
,23055,2/24/2023,,Stream,,5,,17,,,,,,,,,,,,,,,,,,,,Ecology
,23082,3/23/2023,13:42,Stream,,5,1,,,,,,,,,,,,,,,,,,,,,
,23082,3/23/2023,13:42,Stream,,5,2,,,,,1,,,,,,,,,,,,,,,,
,23082,3/23/2023,13:42,Stream,,5,3,,,,,,,,,,,,,,,,,,,,,
,23082,3/23/2023,13:42,Stream,,5,4,,,,,,,1,3,,,,,,,,,,~25 termites,,,
,23083,3/24/2023,14:22,Stream,,5,1,,55,,78,,,,,,,,,,,,,,,,,
,23083,3/24/2023,14:22,Stream,,5,2,,55,,78,1,,,,,,,,,,,,,,,,
,23083,3/24/2023,14:22,Stream,,5,3,,55,,78,1,,,,,,,,,,,,,,,,
,23083,3/24/2023,14:22,Stream,,5,4,,55,,78,1,,,,,,,,,,,,,,,,
,23084,3/25/2023,8:24,Stream,,5,1,,87.6,,16.8,,,1,,,,,,,,,,,,,,
,23084,3/25/2023,8:24,Stream,,5,2,,87.6,,16.8,,,,,,,,,,,,,,,,,
,23084,3/25/2023,8:24,Stream,,5,3,,87.6,,16.8,,,,,,,,,,,,,,,,,
,23084,3/25/2023,8:24,Stream,,5,4,,87.6,,16.8,,,,,,,,,,,,,,5 springtails,,,
,23089,3/30/2023,13:35,Stream,,5,1,,45,,26.5,,,1,,,,,,,,,,,,,,
,23089,3/30/2023,13:35,Stream,,5,2,,45,,26.5,,,,,,,,,,,,,,,,,
,23089,3/30/2023,13:35,Stream,,5,3,,45,,26.5,,,,,,,,,,,,,,,,,
,23089,3/30/2023,13:35,Stream,,5,4,,45,,26.5,,,,,,,,,,,,,,,,,
,23090,3/31/2023,14:30,Stream,,5,1,,51.7,,26,,,,1,,,,,,2,,,,2 caterpillars,,,
,23090,3/31/2023,14:30,Stream,,5,2,,51.7,,26,,,,,,,,,,,,,,,,,
,23090,3/31/2023,14:30,Stream,,5,3,,51.7,,26,,,,,,,,,,,,,,,,,
,23090,3/31/2023,14:30,Stream,,5,4,,51.7,,26,,,,,,,,,,,,,,,,,
,23091,4/1/2023,8:20,Stream,,5,1,,88.5,,21.6,1,,,,,,,,,,,,,,,,
,23091,4/1/2023,8:20,Stream,,5,2,,88.5,,21.6,,1,,,,,,,,,,,,,,,
,23091,4/1/2023,8:20,Stream,,5,3,,88.5,,21.6,,,,,,,,,,,,,,grub,,,
,23091,4/1/2023,8:20,Stream,,5,4,,88.5,,21.6,1,,1,,,,,,,,,,,,,,
1,22045,2/14/2022,12:00,Forest,1,6,1,,28,3,18.9,,,1,,1,,,,,,,,,beetle larvae - 1,,,"Ecology,(Mon section)"
2,22052,2/21/2022,12:00,Forest,1,6,1,,99,1,12.5,,,,,,,,,,,,,,,,,"Ecology,(Mon section)"
1,22045,2/14/2022,12:00,Forest,2,6,2,,28,3,18.89,,,,,,,,,,,,,,1 gnat,,,"Ecology,(Mon section)"
2,22052,2/21/2022,12:00,Forest,2,6,2,,100,1,12.9,,,,,,,,,,,,,,,,raining,"Ecology,(Mon section)"
1,22045,2/14/2022,12:00,Forest,4,6,3,,28,3,18.89,,,,,,,,,,,,,,Little black Spring Tails,,,"Ecology,(Mon section)"
2,22052,2/21/2022,12:00,Forest,2,6,3,,100,1,12.9,,,,,,,,,,,,,,1 gnat,,raining,"Ecology,(Mon section)"
1,22045,2/14/2022,12:00,Forest,2,6,4,,28,3,18.89,2,,,1,1,,,,,1,,,,"1 ant, 1 gnat, 1 lizard",,,"Ecology,(Mon section)"
2,22052,2/21/2022,12:00,Forest,4,6,4,,99,1,12.5,,,,,,,,,,,,,,Nothing,,,"Ecology,(Mon section)"
1,22045,2/14/2022,12:00,Forest,,6,,46,28,3,18.9,0,,0,,0,,,,0,0,,1,,0,,,"Ecology,(Mon section)"
1,22045,2/14/2022,12:00,Forest,,6,,41,28,3,18.9,0,,0,,0,,,,0,2,,1,,0,,ground quite dry,"Ecology,(Mon section)"
1,22045,2/14/2022,12:00,Forest,,6,,40,28,3,18.9,0,,0,,0,,,,1,0,1,0,,"1 chigger, 1 worm, ants",,0,"Ecology,(Mon section)"
1,22045,2/14/2022,12:00,Forest,,6,,42,28,3,18.9,0,,0,,0,,,,0,2,,0,,0,,,"Ecology,(Mon section)"
1,22045,2/14/2022,12:00,Forest,,6,,50,28,3,18.9,0,,0,,0,1,,,0,0,1,0,,"1 cricket, 1 worm",,,"Ecology,(Mon section)"
2,22052,2/21/2022,12:00,Forest,,6,,46,100,1,12.94,0,,0,,0,,,,0,0,,0,,1 Deer Tick,,98.5,"Ecology,(Mon section)"
2,22052,2/21/2022,12:00,Forest,,6,,41,100,1,12.94,0,,0,,0,,,,0,1,,4,,,,91.6,"Ecology,(Mon section)"
2,22052,2/21/2022,12:00,Forest,,6,,40,100,1,12.94,0,,0,,0,,,,0,1,,2,,Mites,,98.4,"Ecology,(Mon section)"
2,22052,2/21/2022,12:00,Forest,,6,,42,100,1,12.94,0,,0,,0,,,1,0,0,,0,,"1 Rolly Polly, Ants",,97.9,"Ecology,(Mon section)"
2,22052,2/21/2022,12:00,Forest,,6,,50,100,1,12.94,0,,0,,0,,,,0,2,1,0,,"Mites, Black Worm",,99.5,"Ecology,(Mon section)"
1,22046,2/15/2022,12:00,Forest,1,6,1,,41.4,3,69.2,2,,4,,,,,,,,,,,"~2 springtails, snail shells",,"0 sticks, 9 leaves",Ecology (Tues section)
1,22046,2/15/2022,12:00,Forest,2,6,2,,41.4,3,69.2,0,,0,,0,,,,0,0,,0,,,,3 fleas,Ecology (Tues section)
1,22046,2/15/2022,12:00,Forest,3,6,3,,29.7,3,69.2,1,,,,,,,,,,,,,,,No species,Ecology (Tues section)
1,22046,2/15/2022,12:00,Forest,4,6,4,,41.4,3,69.2,1,,4,,,,,,,,,,,1 dead lizard,,,Ecology (Tues section)
2,22053,2/22/22,12:00,Forest,1,6,1,,72.7,2,76.1,2,,,,,,,,,,,,,2 inverts,,2 leaves/ 0 sticks,Ecology (Tues section)
2,22053,2/22/22,12:00,Forest,2,6,2,,72.7,2,76.1,0,,0,,0,,,,0,0,,0,,,,,Ecology (Tues section)
2,#VALUE!,2.22.22,12:00,Forest,3,6,3,,72.7,2,76.1,2,,0,,0,,,,0,0,,0,,,,water filled,Ecology (Tues section)
2,22053,2/22/22,12:00,Forest,4,6,4,,72.7,2,76.1,2,,0,,0,,,,0,0,,0,,,,,Ecology (Tues section)
1,22046,2/15/2022,12:00,Forest,1,6,,49,72.8,3,69.2,,,,,,,,,,,,,,,,,Ecology (Tues section)
1,22046,2/15/2022,12:00,Forest,,6,,41,54.4,3,69.2,,,,,,,,,,2,,,,,,,Ecology (Tues section)
1,22046,2/15/2022,12:00,Forest,,6,,40,,,,,,,,,,,,,,,,,,,,Ecology (Tues section)
1,22046,2/15/2022,12:00,Forest,,6,,42,,,,,,,,,,,,,,,,,,,,Ecology (Tues section)
1,22046,2/15/2022,12:00,Forest,4,6,,50,67.7,3,,,,1,,,,,,,2,,,,,,,Ecology (Tues section)
2,22053,2/22/22,12:00,Forest,,6,,46,,,,,,,,,,,,,,,,,,,,Ecology (Tues section)
2,22053,2/22/22,12:00,Forest,2,6,,41,76.7,2,76.1,0,,0,,0,,,,0,0,,0,,,,,Ecology (Tues section)
2,22053,2/22/22,12:00,Forest,4,6,,40,82.3,,,0,,0,,0,,,,0,0,,0,,Colony of ants,,no litter,Ecology (Tues section)
2,22053,2/22/22,12:00,Forest,,6,,42,,,,,,,,,,,,,,,,,,,,Ecology (Tues section)
2,22053,2/22/22,12:00,Forest,3,6,,49,81.4,,76.1,0,,0,,0,,,,0,1,,0,,"1 pupa, 2 springtails",,no leaf litter,Ecology (Tues section)
2,22053,2/22/22,12:00,Forest,,6,,50,,,,,,,,,,,,,,,,,,,,Ecology (Tues section)
1,22047,2/16/22,12:00,Forest,1,6,1,,39,3,77,1,,0,,0,,,,0,5,,0,,,,forest,Ecology (Wed noon section)
1,22047,2/16/22,12:00,Forest,2,6,2,,39,3,77,0,,0,,0,,1,,0,0,,0,,wood roach - 1,,,Ecology (Wed noon section)
1,22047,2/16/22,12:00,Forest,3,6,3,,39%,2,73,1,,,,4,1,3,,,,,,,"3 wood roaches, 1 cricket",,9,Ecology (Wed noon section)
1,22047,2/16/22,12:00,Forest,4,6,4,,,3,73,0,,0,,0,,,,0,0,,0,,0,,,Ecology (Wed noon section)
2,22054,2/23/22,12:00,Forest,1,6,1,,65,1,27,0,,0,,1,,,,0,0,,0,,,,forest,Ecology (Wed noon section)
2,22054,2/23/22,12:00,Forest,,6,2,,65,,,3,,,,,,,,,,,,,,,,Ecology (Wed noon section)
2,22054,2/23/22,12:00,Forest,3,6,3,,65,2,81,,,,,1,,,,,,,,,,,1,Ecology (Wed noon section)
2,22054,2/23/22,12:00,Forest,3,6,4,,65,2,81,0,,0,,0,,,,0,0,,0,,Nothing,,0,Ecology (Wed noon section)
1,22047,2/16/2022,12:00,Forest,,6,,41,,,,,,,,,,,,,,,,,,,,Ecology (Wed noon section)
1,22047,2/16/2022,12:00,Forest,2,6,,40,43,3,75,0,,0,,0,,,,0,1,,0,,,,,Ecology (Wed noon section)
1,22047,2/16/2022,12:00,Forest,,6,,42,,,,,,,,,,,,,,,,,,,,Ecology (Wed noon section)
1,22047,2/16/2022,12:00,Forest,1,6,,50,52,,,0,,1,,0,,,,0,0,,0,,,,,Ecology (Wed noon section)
1,22047,2/16/2022,12:00,Forest,,6,,36,,,,,,,,,,,,,,,,,,,,Ecology (Wed noon section)
2,22054,2/23/2022,12:00,Forest,,6,,41,,,,,,,,,,,,,,,,,,,,Ecology (Wed noon section)
2,22054,2/23/2022,12:00,Forest,,6,,40,,,,,,,,,,,,,,,,,,,,Ecology (Wed noon section)
2,22054,2/23/2022,12:00,Forest,,6,,42,,,,,,,,,,,,,,,,,,,,Ecology (Wed noon section)
2,22054,2/23/2022,12:00,Forest,1,6,,50,65,1,27,3,,0,,0,,,,0,2,,0,,,,,Ecology (Wed noon section)
2,22054,2/23/2022,12:00,Forest,,6,,36,39,,73,,,,,,,,,,,,,,,,,Ecology (Wed noon section)
1,22047,2/16/2022,15:00,Forest,Samantha,6,1,,47.1,2,20,,,,,,,,,,,,,,,,nothing,Ecology (Wed 3pm section)
1,22047,2/16/2022,15:00,Forest,Jack,6,2,,47.1,2,68,,,,,,,,,,,,,,,,,Ecology (Wed 3pm section)
1,22047,2/16/2022,15:00,Forest,Parker,6,3,,47.1,c,20,1,,0,,0,1,,,0,0,,0,,1 camel cricket,,,Ecology (Wed 3pm section)
1,22047,2/16/2022,15:00,Forest,Laurens,6,4,,47.1,2,19.3,1,,0,,0,,,,0,0,,0,,,,,Ecology (Wed 3pm section)
2,22034,2/3/22,15:00,Forest,parker,6,1,,65,2,26.25,0,,0,,0,,,,0,0,,0,,,,,Ecology (Wed 3pm section)
2,22054,2/23/2022,15:00,Forest,Stefan,6,2,,,2,26.4,3,,1,,0,,,,0,0,,0,,,,,Ecology (Wed 3pm section)
2,22054,02/23/2022,15:00,Forest,Lauren,6,3,,65,2,26.4,0,,0,,1,,,,0,0,,0,,,,,Ecology (Wed 3pm section)
2,22054,2/23/2022,15:00,Forest,Samantha,6,4,,,2,26.7,1,,0,,0,,,1,0,0,1,0,,"1 isopod, 1worm",,,Ecology (Wed 3pm section)
1,22047,2/16/2022,15:00,Forest,Laurens,6,,49,47.1,2,19.4,0,,0,,0,,,,0,0,,0,,,,,Ecology (Wed 3pm section)
1,22047,2/16/2022,15:00,Forest,Parker,6,,41,53.1,c,20,0,,0,,0,,,,0,0,,0,,,,,Ecology (Wed 3pm section)
1,22047,2/16/2022,15:00,Forest,Samantha,6,,40,68.8,2,20,0,,0,20,0,,,,0,0,,0,,"20 ants, 1 spring tail",,,Ecology (Wed 3pm section)
1,22047,2/16/2022,15:00,Forest,,6,,42,54.8,,,,,,,,,,,,,,,,,,,Ecology (Wed 3pm section)
1,22047,2/16/2022,15:00,Forest,,6,,50,,,,,,,,,,,,,,,,,,,,Ecology (Wed 3pm section)
2,22054,2/23/2022,15:00,Forest,Samantha,6,,49,,2,25.8,0,,0,,0,,,,0,0,,0,,,,,Ecology (Wed 3pm section)
2,22054,2/23/2022,15:00,Forest,,6,,41,,,,,,,,,,,,,,,,,,,,Ecology (Wed 3pm section)
2,22054,2/23/2022,15:00,Forest,,6,,40,,,,,,,,,,,,,,,,,,,,Ecology (Wed 3pm section)
2,22054,2/23/2022,15:00,Forest,,6,,42,65,,,,,,,,,,,,,,,,,,,Ecology (Wed 3pm section)
2,22054,2/23/2022,15:00,Forest,,6,,50,39,,,,,,,,,,1,,,,,,isopod (1),,,Ecology (Wed 3pm section)
1,22048,2/17/2022,12:00,Forest,3,6,1,,83.5,2,22,4,,,,,,,,,1,,,,,,,Ecology (Thurs section)
1,22048,2/17/2022,12:00,Forest,2,6,2,,83.5,1,22,6,,0,,0,,,,0,0,,1,,"1 harvestman, 5 wolf spiders",,,Ecology (Thurs section)
1,22048,2/17/2022,12:00,Forest,1,6,3,,83.5,2,22,3,,0,,0,,,,0,0,,0,,,,,Ecology (Thurs section)
1,22048,2/17/2022,12:00,Forest,2,6,4,,83.5,3,22,6,,1,,0,1,,,0,1,,0,,"Dead lizard, cricket",,,Ecology (Thurs section)
2,22055,2/24/2022,12:00,Forest,3,6,1,,63.1,2,26.5,1,,0,,1,1,,,0,0,,0,,1 cricket,,,Ecology (Thurs section)
2,22055,2/24/2022,12:00,Forest,1,6,2,,63.1,2,26.5,1,,0,,0,,,,0,0,,0,,,,,Ecology (Thurs section)
2,22055,2/24/2022,12:00,Forest,2,6,3,,63.1,3,26.5c,2,,0,,0,,,,0,0,,0,,,,,Ecology (Thurs section)
2,22055,2/24/2022,12:00,Forest,3,6,4,,63.1,2,26.5,,,,,,,,,,,,,,,,,Ecology (Thurs section)
1,22048,2/17/2022,12:00,Forest,,6,,46,,,,,,,,,,,,,,,,,,,,Ecology (Thurs section)
1,22048,2/17/2022,12:00,Forest,1,6,,41,75.4,2,22,0,,0,,0,,,,0,0,,0,,,,,Ecology (Thurs section)
1,22048,2/17/2022,12:00,Forest,2,6,,40,82.1,,22,0,,0,,0,,,,0,1,,0,,Ants,,,Ecology (Thurs section)
1,22048,2/17/2022,12:00,Forest,3,6,,42,77.1,2,22,,,,,,,,,,,,,,,,,Ecology (Thurs section)
1,22048,2/17/2022,12:00,Forest,1,6,,50,75.7,2,22,0,,1,,0,,,,0,0,,1,,,,,Ecology (Thurs section)
2,22055,2/24/2022,12:00,Forest,,6,,46,,,,,,,,,,,,,,,,,,,,Ecology (Thurs section)
2,22055,2/24/2022,12:00,Forest,1,6,,41,70,2,26.5,1,,0,,0,,,,0,1,,0,,,,,Ecology (Thurs section)
2,22055,2/24/2022,12:00,Forest,,6,,40,,,,,,,,,,,,,,,,,,,,Ecology (Thurs section)
2,22055,2/24/2022,12:00,Forest,2,6,,42,75.8,3,26.5c,0,,0,,0,,1,,0,2,,0,,1 dead snail and a roach,,,Ecology (Thurs section)
2,22055,2/24/2022,12:00,Forest,3,6,,50,82.8,2,26.5,0,,0,,1,,,1,0,0,,0,1,"1 Earwig, 1 Roly Poly",,,Ecology (Thurs section)
1,22049,2/18/2022,12:00,Forest,1,6,1,,63,3,53,,,,,,1,,,,1,,,,1 cricket,,,Ecology (Fri section)
1,22049,2/18/2022,12:00,Forest,,6,2,,63,3,53,4,,0,,0,,,,0,0,,0,,2 woodlouse/ 2 wolf spiders,,,Ecology (Fri section)
1,22049,2/18/2022,12:00,Forest,3,6,3,,63,3,53,2,,0,,0,1,,,0,0,,0,,cricket,,,Ecology (Fri section)
1,22049,2/18/2022,12:00,Forest,4,6,4,,63,3,53,0,,0,,0,,,,0,0,,0,,1 slug,,,Ecology (Fri section)
2,22056,2/25/2022,12:00,Forest,,6,1,,96,1,15,0,,1,,0,,,,0,0,,0,,,,,Ecology (Fri section)
2,22056,2/25/2022,12:00,Forest,2,6,2,,96,1,15,0,,0,,0,,,,0,0,,0,,"green anole lizard 6cm snout vent, total length 11.5 and 1.9 grams",,,Ecology (Fri section)
