EntryOrder,Date,Julian day,Day,Month,Year,Season,Time,AM or PM,Genus,Species,Class,Order,Group,Drift fence,PitTrap #,Board #,Habitat type,Location/habitat description,Sex,Body Length (mm),Tail Length (mm),Mass (g),Age,Air temp,Humidity,Clouds,Comments,Participants,Class
298,5/23/2022,22143,23,May,2022,Spring,9:00,AM,,,Amphibian,Anura,Frog,2,4,,Open,,,,,,,24.4,80,,"Only traps 2, 4, 5, 6, 4, 9 were checked",Ecology students,Ecology
295,5/23/2022,22143,23,May,2022,Spring,9:00,AM,,,Amphibian,Anura,Frog,8,3,,Stream,,,,,,,23.9,67,,,Ecology students,Ecology
297,5/23/2022,22143,23,May,2022,Spring,9:00,AM,Plethodon,glutinosus,Amphibian,Caudata,Salamander,8,,15,Stream,,,,,,,23.9,67,,,Ecology students,Ecology
300,5/23/2022,22143,23,May,2022,Spring,9:00,AM,,,Amphibian,Anura,Frog,8,4,,Stream,,,,,,,26.7,67,,"Only traps 2, 4, 5, 6, 4, 9 were checked",Ecology students,Ecology
302,5/24/2022,22144,24,May,2022,Spring,9:00,AM,Acris,sp,Amphibian,Anura,Frog,4,3,,Forest,,,,,,,22.8,99,,"Only traps 2, 4, 5, 6, 4, 9 were checked",Ecology students,Ecology
303,5/24/2022,22144,24,May,2022,Spring,9:00,AM,,,Amphibian,Anura,Frog,4,4,,Forest,,,,,,,23.9,99,,"Only traps 2, 4, 5, 6, 4, 9 were checked",Ecology students,Ecology
301,5/24/2022,22144,24,May,2022,Spring,9:00,AM,Lithobates,sphenocephalus,Amphibian,Anura,Frog,5,3,,Stream,,,,,,,22.8,91,,"Only traps 2, 4, 5, 6, 4, 9 were checked",Ecology students,Ecology
304,5/24/2022,22144,24,May,2022,Spring,9:00,AM,,,Amphibian,Anura,Frog,5,4,,Stream,,,,,,,22.8,91,,"Only traps 2, 4, 5, 6, 4, 9 were checked",Ecology students,Ecology
305,5/24/2022,22144,24,May,2022,Spring,9:00,AM,,,Amphibian,Anura,Frog,3,2,,Stream,,,,,,,27.8,76,,"Only traps 2, 4, 5, 6, 4, 9 were checked",Ecology students,Ecology
306,6/13/2022,22164,13,June,2022,Summer,9:00,AM,,,,,,,,,,No vertebrates recorded on this day,,,,,,,,,,Ecology students,Ecology
307,6/14/2022,22165,14,June,2022,Summer,9:00,AM,,,,,,,,,,No vertebrates recorded on this day,,,,,,,,,"Only traps 4, 5, 6, 4, 9 were checked",Ecology students,Ecology
309,6/23/2022,22174,23,June,2022,Summer,10:00,AM,Scincella,lateralis,Reptile,Squamate,Lizard,9,3,,Open,,Male,38,66,0.72,,,,,,"Dan Warner, Francis MacVay, Morgan Muell",STEER
308,6/23/22,22174,23,June,2022,Summer,9:04,AM,Gastrophryne,carolinensis,Amphibian,Anura,Frog,7,1,,,,,29,,2.12,,,,,,"Dan Warner, Francis MacVay, Morgan Muell",STEER
310,6/24/2022,22175,24,June,2022,Summer,9:46,AM,Gastrophryne,carolinensis,Amphibian,Anura,Frog,,,,Open,Open trap line (northern end),,24,,0.58,,,,,,"Dan Warner, Francis MacVay, Morgan Muell",STEER
311,6/27/2022,22178,27,June,2022,Summer,9:00,AM,Lithobates,clamitans,Amphibian,Anura,Frog,8,2,,Stream,,,27,,1.77,,,,,,Francis MacVay,STEER
312,6/28/22,22179,28,June,2022,Summer,9:30,AM,Gastrophryne,carolinensis,Amphibian,Anura,Frog,6,1,,Forest,,,27,,0.96,,,,,,"Dan Warner, Francis MacVay",STEER
317,6/29/2022,22180,29,June,2022,Summer,9:55,AM,Gastrophryne,carolinensis,Amphibian,Anura,Frog,9,4,,Open,,,24,,1.8,,,,,,Dan Warner,STEER
318,6/29/2022,22180,29,June,2022,Summer,10:05,AM,Gastrophryne,carolinensis,Amphibian,Anura,Frog,1,3,,Open,,,27,,1.19,,,,,,Dan Warner,STEER
313,6/29/2022,22180,29,June,2022,Summer,9:10,AM,Lithobates,clamitans,Amphibian,Anura,Frog,8,2,,Stream,,,30,,0.7,,,,,,Dan Warner,STEER
314,6/29/2022,22180,29,June,2022,Summer,9:10,AM,Gastrophryne,carolinensis,Amphibian,Anura,Frog,8,3,,Stream,,,29,,1.19,,,,,,Dan Warner,STEER
315,6/29/2022,22180,29,June,2022,Summer,9:28,AM,Lithobates,clamitans,Amphibian,Anura,Frog,5,2,,Stream,,,28,,1.8,,,,,frog was missing right hind foot,Dan Warner,STEER
316,6/29/2022,22180,29,June,2022,Summer,9:28,AM,Eurycea,guttolineata,Amphibian,Caudata,Salamander,5,4,,Stream,,,53,50,2.56,,,,,,Dan Warner,STEER
319,6/29/2022,22180,29,June,2022,Summer,10:15,AM,Lithobates,clamitans,Amphibian,Anura,Frog,3,2,,Stream,,,22,,0.7,,,,,,Dan Warner,STEER
323,6/30/2022,22181,30,June,2022,Summer,9:50,AM,Gastrophryne,carolinensis,Amphibian,Anura,Frog,6,2,,Forest,,,25,,1.05,,,,,,"Dan Warner, Francis MacVay",STEER
320,6/30/2022,22181,30,June,2022,Summer,9:15,AM,Lithobates,clamitans,Amphibian,Anura,Frog,8,3,,Stream,,,28,,1.38,,,,,,"Dan Warner, Francis MacVay",STEER
321,6/30/2022,22181,30,June,2022,Summer,9:31,AM,Lithobates,clamitans,Amphibian,Anura,Frog,5,3,,Stream,,,23,,0.96,,,,,,"Dan Warner, Francis MacVay",STEER
322,6/30/2022,22181,30,June,2022,Summer,9:31,AM,Lithobates,clamitans,Amphibian,Anura,Frog,5,3,,Stream,,,23,,0.81,,,,,,"Dan Warner, Francis MacVay",STEER
324,6/30/2022,22181,30,June,2022,Summer,10:21,AM,Lithobates,clamitans,Amphibian,Anura,Frog,3,1,,Stream,,,22,,0.77,,,,,,"Dan Warner, Francis MacVay",STEER
348,08-30-2022,22242,30,August,2022,Summer,,,,,Amphibian,Anura,Frog,4,4,,Forest,,,,,,,30,70,3,,,Ecology
349,8-30-2022,22242,30,August,2022,Summer,,,Blarina,sp,Mammal,Insectivora,Shrew,7,1,,Forest,,,,,,,,,,,,Ecology
345,8-31-2022,22243,31,August,2022,Summer,,,Plestiodon,fasciatus,Reptile,Squamate,Lizard,4,4,,Forest,,,,,,,29,,,,,Ecology
346,8-31-2022,22243,31,August,2022,Summer,,,,,Amphibian,Anura,Frog,9,4,,Open,,,,,,,32,51,,,,Ecology
347,8-31-2022,22243,31,August,2022,Summer,,,,,Amphibian,Anura,Frog,,,46,Open,,,,,,,32,77,2,,,Ecology
325,8-31-2022,22243,31,August,2022,Summer,1800,PM,,,Amphibian,Anura,Frog,,,46,,,,,,,,,,,,,Ecology
326,8-31-2022,22243,31,August,2022,Summer,,,Blarina,sp,Mammal,Insectivora,Shrew,,,39,,,,,,,,,,,,,Ecology
344,9-1-2022,22244,1,September,2022,Autumn,,,,,Amphibian,Anura,Frog,2,,,Open,,,,,,,,,,,,Ecology
341,9-1-2022,22244,1,September,2022,Autumn,,,Anolis,carolinensis,Reptile,Squamate,Lizard,,,,,,,,,,,,,,"""next to hap 4/ban""",,Ecology
342,9-1-2022,22244,1,September,2022,Autumn,,,Plestiodon,sp,Reptile,Squamate,Lizard,,,,,,,,,,,,,,near trap 5,,Ecology
343,9-1-2022,22244,1,September,2022,Autumn,,,Coluber,constrictor,Reptile,Squamate,Snake,,,,,,,,,,,,,,near trap 1,,Ecology
333,09/02/2022,22245,2,September,2022,Autumn,,,Anaxyrus,fowleri,Amphibian,Anura,Toad,,,,Edge,Log,Male,,,,,,,,,Group 5,Ecology
340,9-2-2022,22245,2,September,2022,Autumn,,,Anaxyrus,fowleri,Amphibian,Anura,Toad,8,,,Stream,,,,,,,,,,under log,,Ecology
339,9-2-2022,22245,2,September,2022,Autumn,,,Plestiodon,fasciatus,Reptile,Squamate,Lizard,8,1,,Stream,,,,,,,,,,ask Jake/Kaitlyn,,Ecology
338,9-2-2022,22245,2,September,2022,Autumn,,,Anolis,carolinensis,Reptile,Squamate,Lizard,,,,,,,,,,,,,,near 4/barn,,Ecology
334,09/03/2022,22246,2,September,2022,Autumn,,,Eurycea,guttolineata,Amphibian,Caudata,Salamander,5,4,,Stream,,,,,,,,,,,,Ecology
335,09/04/2022,22247,2,September,2022,Autumn,,,,,Amphibian,Caudata,Salamander,,,17,,,,,,,,,,,,,Ecology
336,9-5-2022,22248,2,September,2022,Autumn,,,Plestiodon,fasciatus,Reptile,Squamate,Lizard,8,1,,Stream,,,,,,,28,69,,,,Ecology
337,9-6-2022,22249,2,September,2022,Autumn,,,Sceloporus,undulatus,Reptile,Squamate,Lizard,,,,,,,,,,,,,,near 4/barn,,Ecology
360,9/8/2022,22251,8,September,2022,Autumn,10:10,AM,Sceloporus,undulatus,Reptile,Squamate,Lizard,,,,Edge,"On rock between pond and firepit, didn't catch",,,,,,22.6,78.3,,,"Dan Warner, Kendall Jackson",Vert bio
361,9/8/2022,22251,8,September,2022,Autumn,10:10,AM,Sceloporus,undulatus,Reptile,Squamate,Lizard,,,,Edge,on rock in fire pit,Female,41,60,2.25,,22.6,78.3,,,"Dan Warner, Kendall Jackson",Vert bio
357,9/8/2022,22251,8,September,2022,Autumn,9:00,AM,Anaxyrus,fowleri,Amphibian,Anura,Toad,4,1,,Forest,,,35,,3.62,,22.6,78.3,,,"Dan Warner, Kendall Jackson",Vert bio
362,9/8/2022,22251,8,September,2022,Autumn,10:20,AM,Sceloporus,undulatus,Reptile,Squamate,Lizard,7,2,,Forest,,Female,28,34,0.61,,22.6,78.3,,,"Dan Warner, Kendall Jackson",Vert bio
358,9/8/2022,22251,8,September,2022,Autumn,9:45,AM,Peromyscus,sp,Mammal,Rodentia,Mouse,9,3,,Open,,,58,41,7.58,,22.6,78.3,,Dead in pit traph,"Dan Warner, Kendall Jackson",Vert bio
359,9/8/2022,22251,8,September,2022,Autumn,10:00,AM,Blarina,sp,Mammal,Insectivora,Shrew,2,4,,Open,,,,,3.23,,22.6,78.3,,Live and well,"Dan Warner, Kendall Jackson",Vert bio
365,9/9/2022,22252,9,September,2022,Autumn,14:15,PM,Anolis,carolinensis,Reptile,Squamate,Lizard,,,,Edge,"Homestead, on compost bin near path entrance to drift fence",Female,38,68,1.28,,,,,,"Dan Warner, Morgan Muell, Ella Brasher, Alex Awtrey, John Rodgers",Vert bio
363,9/9/2022,22252,9,September,2022,Autumn,14:05,PM,Anolis,carolinensis,Reptile,Squamate,Lizard,,,55,Forest,,Female,30,51,0.52,,,,,,"Dan Warner, Morgan Muell, Ella Brasher, Alex Awtrey, John Rodgers",Vert bio
364,9/9/2022,22252,9,September,2022,Autumn,14:05,PM,Scincella,lateralis,Reptile,Squamate,Lizard,,,,Forest,spotted near 1st set of coverboards,,,,,,,,,"It escaped, no measurements","Dan Warner, Morgan Muell, Ella Brasher, Alex Awtrey, John Rodgers",Vert bio
370,9/9/2022,22252,9,September,2022,Autumn,15:15,PM,Virginia,valeriae,Reptile,Squamate,Snake,1,4,,Open,,,97,12,0.71,,,,,,"Dan Warner, Morgan Muell, Ella Brasher, Alex Awtrey, John Rodgers",Vert bio
371,9/9/2022,22252,9,September,2022,Autumn,15:20,PM,Anolis,carolinensis,Reptile,Squamate,Lizard,,,,Open,On leaf along path near drift fence #1,Male,37,63,0.96,,,,,,"Dan Warner, Morgan Muell, Ella Brasher, Alex Awtrey, John Rodgers",Vert bio
366,9/9/2022,22252,9,September,2022,Autumn,14:30,PM,Anaxyrus,fowleri,Amphibian,Anura,Toad,8,2,,Stream,,,28,,1.92,,,,,,"Dan Warner, Morgan Muell, Ella Brasher, Alex Awtrey, John Rodgers",Vert bio
367,9/9/2022,22252,9,September,2022,Autumn,14:30,PM,Eurycea,guttolineata,Amphibian,Caudata,Salamander,,,15,Stream,,,65,105,5.25,,,,,,"Dan Warner, Morgan Muell, Ella Brasher, Alex Awtrey, John Rodgers",Vert bio
369,9/9/2022,22252,9,September,2022,Autumn,14:40,PM,Eurycea,cirrigera,Amphibian,Caudata,Salamander,5,4,,Stream,,,49,26,0.81,,,,,Tail was broken,"Dan Warner, Morgan Muell, Ella Brasher, Alex Awtrey, John Rodgers",Vert bio
372,9/9/2022,22252,9,September,2022,Autumn,15:40,PM,Lithobates,clamitans,Amphibian,Anura,Frog,,,,Stream,Under rock near coverboard 58,,27,,1.98,,,,,,"Dan Warner, Morgan Muell, Ella Brasher, Alex Awtrey, John Rodgers",Vert bio
368,9/9/2022,22252,9,September,2022,Autumn,14:40,PM,Plestiodon,fasciatus,Reptile,Squamate,Lizard,5,1,,Stream,,,60,61,4.6,,,,,Tail looked regenerated,"Dan Warner, Morgan Muell, Ella Brasher, Alex Awtrey, John Rodgers",Vert bio
332,9-14-22,22257,14,September,2022,Autumn,,,Eurycea,cirrigera,Amphibian,Caudata,Salamander,5,4,,Stream,,,,,,,,,,,group 4,Ecology
373,9/16/2022,22259,16,September,2022,Autumn,14:17,PM,Anolis,carolinensis,Reptile,Squamate,Lizard,,,,Edge,Trail by Homestead,Female,57,103,4,,28.3,60,,,"Morgan Muell, Sydney Spurlock, Kathryn Edmondson, Abigayle Crochet, John Rodgers",Vert bio
377,9/16/2022,22259,16,September,2022,Autumn,15:35,PM,Anolis,carolinensis,Reptile,Squamate,Lizard,,,,Edge,Near campfire,,,,,,28.3,60,,Was not captured,"Morgan Muell, Sydney Spurlock, Kathryn Edmondson, Abigayle Crochet, John Rodgers",Vert bio
374,9/16/2022,22259,16,September,2022,Autumn,14:36,PM,Anolis,carolinensis,Reptile,Squamate,Lizard,,,,Forest,Near bridge over stream by fence #8,Female,41,72,1.48,,28.3,60,,,"Morgan Muell, Sydney Spurlock, Kathryn Edmondson, Abigayle Crochet, John Rodgers",Vert bio
375,9/16/2022,22259,16,September,2022,Autumn,14:48,PM,Eurycea,cirrigera,Amphibian,Caudata,Salamander,5,1,,Stream,,,30,39,0.45,,28.3,60,,,"Morgan Muell, Sydney Spurlock, Kathryn Edmondson, Abigayle Crochet, John Rodgers",Vert bio
376,9/16/2022,22259,16,September,2022,Autumn,14:48,PM,Eurycea,cirrigera,Amphibian,Caudata,Salamander,5,1,,Stream,,,33,48,0.6,,28.3,60,,,"Morgan Muell, Sydney Spurlock, Kathryn Edmondson, Abigayle Crochet, John Rodgers",Vert bio
378,9/17/2022,22260,17,September,2022,Autumn,8:35,AM,Scincella,lateralis,Reptile,Squamate,Lizard,,,42,Forest,,,27,44,0.33,,20.8,85.1,,,"Nicholas Kimbral, Laura Holt, Amber Gay, Riley Conolley, David Wilczynski, Dan Warner, Katie Eaton",vert bio
381,9/17/2022,22260,17,September,2022,Autumn,9:37,AM,Anolis,carolinensis,Reptile,Squamate,Lizard,,,,Forest,Near fence #7,Female,56,105,3.6,,20.8,85.1,,,"Nicholas Kimbral, Laura Holt, Amber Gay, Riley Conolley, David Wilczynski, Dan Warner, Katie Eaton",vert bio
379,9/17/2022,22260,17,September,2022,Autumn,8:55,AM,Anaxyrus,fowleri,Amphibian,Anura,Toad,,,,Open,Along path between fences 9 and 1,,39,,5.97,,20.8,85.1,,,"Nicholas Kimbral, Laura Holt, Amber Gay, Riley Conolley, David Wilczynski, Dan Warner, Katie Eaton",vert bio
380,9/17/2022,22260,17,September,2022,Autumn,9:05,AM,Coluber,constrictor,Reptile,Squamate,Snake,,,28,Open,,Male,322,114,12.25,,20.8,85.1,,,"Nicholas Kimbral, Laura Holt, Amber Gay, Riley Conolley, David Wilczynski, Dan Warner, Katie Eaton",vert bio
331,9-19-2022,22262,19,September,2022,Autumn,,,,,Amphibian,Caudata,Salamander,5,3,,Stream,Dead salamander,,,,,,,53,,,group 3,Ecology
330,09-20-2022,22263,20,September,2022,Autumn,,,,,Amphibian,Anura,Frog,1,2,,Open,Dead frog,,,,,,30,62,3,,,Ecology
329,09-20-2022,22263,20,September,2022,Autumn,,,Plestiodon,fasciatus,Reptile,Squamate,Lizard,3,4,,Stream,,,,,,,28,68,3,,,Ecology
328,9-21-2022,22264,21,September,2022,Autumn,,,,,Amphibian,Anura,Frog,8,3,,Stream,,,,,,,29,72,2,,,Ecology
327,9-21-2022,22264,21,September,2022,Autumn,,,Plestiodon,sp,Reptile,Squamate,Lizard,5,,16,Stream,,,,,,,28,81,3,,,Ecology
384,9/29/2022,22272,29,September,2022,Autumn,9:25,AM,Acris,gryllus,Amphibian,Anura,Frog,2,1,,Open,,,,,,,13.3,62.1,,"Two dessicated corpses in bucket, MRM put under microscope later and snout and toe morphology suggest Acris or Pseudacris, likely Acris","Katie Eaton, Caroline Burbank, Tori McLaughlin, Branyon Clarke, Alexis Lindsey, Kim Glenn",Vert bio
382,9/29/2022,22272,29,September,2022,Autumn,9:02,AM,Virginia,valeriae,Reptile,Squamate,Snake,,,38,Open,,,168,24,2.1,,13.3,62.1,,Tail injury,"Katie Eaton, Caroline Burbank, Tori McLaughlin, Branyon Clarke, Alexis Lindsey, Kim Glenn",Vert bio
383,9/29/2022,22272,29,September,2022,Autumn,9:20,AM,Coluber,constrictor,Reptile,Squamate,Snake,,,28,Open,,,332,130,12.55,,13.3,62.1,,Probably the same male as captured on 9/17 but could not tell sex,"Katie Eaton, Caroline Burbank, Tori McLaughlin, Branyon Clarke, Alexis Lindsey, Kim Glenn",Vert bio
387,9/30/2022,22273,30,September,2022,Autumn,14:40,PM,,,Amphibian,Anura,Frog,6,4,,Forest,,,21,,,,26.3,48.6,,"Dead in pitfall trap, looked freshly deceased, but was definitely not in there at 8:30am yesterday morning","Katie Eaton, Jacob Birch, Ella Brasher, Kathryn Edmondson",Vert bio
385,9/30/2022,22273,30,September,2022,Autumn,14:16,PM,Virginia,valeriae,Reptile,Squamate,Snake,4,2,,Forest,On ground directly next to pitfall trap,,156,41,3.06,,26.3,48.6,,,"Katie Eaton, Jacob Birch, Ella Brasher, Kathryn Edmondson",Vert bio
386,9/30/2022,22273,30,September,2022,Autumn,14:16,PM,Scincella,lateralis,Reptile,Squamate,Lizard,,,7,Forest,,,,,,,26.3,48.6,,Was not captured,"Katie Eaton, Jacob Birch, Ella Brasher, Kathryn Edmondson",Vert bio
389,9/30/2022,22273,30,September,2022,Autumn,15:10,PM,Sceloporus,undulatus,Reptile,Squamate,Lizard,,,,Forest,Perched on tree next to trail which leads from pond up towards pavilion,,25,35,0.62,,26.3,48.6,,,"Katie Eaton, Jacob Birch, Ella Brasher, Kathryn Edmondson",Vert bio
388,9/30/2022,22273,30,September,2022,Autumn,14:50,PM,Virginia,valeriae,Reptile,Squamate,Snake,,,38,Open,,,170,21,2.31,,26.3,48.6,,Tail injury,"Katie Eaton, Jacob Birch, Ella Brasher, Kathryn Edmondson",Vert bio
390,10/1/2022,22274,1,October,2022,Autumn,8:28,AM,Eurycea,cirrigera,Amphibian,Caudata,Salamander,6,3,,Forest,,,35,43,0.55,,19.1,58.1,,"Was dead and next to trap, not in trap. No obvious signs of how it died, but maybe desiccation","Nicholas Kimbrell, Maddie Edwards, David Wilezynski, Riley Conolly, Ben Mitchell, Dan Warner",Vert bio
392,10/1/2022,22274,1,October,2022,Autumn,8:54,AM,Gastrophryne,carolinensis,Amphibian,Anura,Frog,2,1,,Open,,,32,,2.7,,19.1,58.1,,,"Nicholas Kimbrell, Maddie Edwards, David Wilezynski, Riley Conolly, Ben Mitchell, Dan Warner",Vert bio
391,10/1/2022,22274,1,October,2022,Autumn,8:40,AM,Anolis,carolinensis,Reptile,Squamate,Lizard,,,,Open,"On bush on side of trail in open powerline area, near the trail head to the hidden falls trail",Female,24,44,0.27,,19.1,58.1,,,"Nicholas Kimbrell, Maddie Edwards, David Wilezynski, Riley Conolly, Ben Mitchell, Dan Warner",Vert bio
393,10/2/2022,22275,2,October,2022,Autumn,,,,,,,,,,,,,,,,,,,,,"forgot to record weather, no captures","Morgan Muell, Mick Persyn",Vert bio
394,10/13/22,22286,13,October,2022,Autumn,8:30,AM,Eurycea,cirrigera,Amphibian,Caudata,Salamander,,,59,Forest,,,40,59,1.2,,19.0,89.9,,,"Katie Eaton, Kat Messinger, Josie Wolan, Caroline Burbank",Vert bio
400,10/13/22,22286,13,October,2022,Autumn,9:35,AM,Blarina,sp,Mammal,Insectivora,Shrew,9,1,,Open,,,,,,,19.0,89.9,,Live in pitfall trap,"Katie Eaton, Kat Messinger, Josie Wolan, Caroline Burbank",Vert bio
401,10/13/22,22286,13,October,2022,Autumn,9:45,AM,Blarina,sp,Mammal,Insectivora,Shrew,1,2,,Open,,,,,,,19.0,89.9,,"Dead in pitfall trap, eaten by ants","Katie Eaton, Kat Messinger, Josie Wolan, Caroline Burbank",Vert bio
402,10/13/22,22286,13,October,2022,Autumn,9:50,AM,Blarina,sp,Mammal,Insectivora,Shrew,,,39,Open,,,,,,,19.0,89.9,,Live under coverboard,"Katie Eaton, Kat Messinger, Josie Wolan, Caroline Burbank",Vert bio
395,10/13/22,22286,13,October,2022,Autumn,8:50,AM,Gastrophryne,carolinensis,Amphibian,Anura,Frog,8,2,,Stream,,,20,,1,,19.0,89.9,,,"Katie Eaton, Kat Messinger, Josie Wolan, Caroline Burbank",Vert bio
396,10/13/22,22286,13,October,2022,Autumn,8:50,AM,Plethodon,glutinosus,Amphibian,Caudata,Salamander,8,4,,Stream,,,80,70,7.74,,19.0,89.9,,,"Katie Eaton, Kat Messinger, Josie Wolan, Caroline Burbank",Vert bio
397,10/13/22,22286,13,October,2022,Autumn,8:50,AM,Plethodon,glutinosus,Amphibian,Caudata,Salamander,,,13,Stream,,,40,46,1.57,,19.0,89.9,,,"Katie Eaton, Kat Messinger, Josie Wolan, Caroline Burbank",Vert bio
398,10/13/22,22286,13,October,2022,Autumn,8:50,AM,Plethodon,glutinosus,Amphibian,Caudata,Salamander,,,15,Stream,,,47,40,2.26,,19.0,89.9,,,"Katie Eaton, Kat Messinger, Josie Wolan, Caroline Burbank",Vert bio
399,10/13/22,22286,13,October,2022,Autumn,9:15,AM,Eurycea,guttolineata,Amphibian,Caudata,Salamander,,,16,Stream,,,39,66,1.29,,19.0,89.9,,,"Katie Eaton, Kat Messinger, Josie Wolan, Caroline Burbank",Vert bio
403,10/14/22,22287,14,October,2022,Autumn,14:10,PM,Anolis,carolinensis,Reptile,Squamate,Lizard,,,,Edge,On bee hive at the homestead,,,,,,7,48.5,,,"Morgan Muell, Gracie Smith, Sharidan Spivey, Sydney Spurlock",Vert bio
404,10/14/22,22287,14,October,2022,Autumn,14:10,PM,Anolis,carolinensis,Reptile,Squamate,Lizard,,,,Edge,On bee hive at the homestead,,,,,,,,,,"Morgan Muell, Gracie Smith, Sharidan Spivey, Sydney Spurlock",Vert bio
405,10/14/22,22287,14,October,2022,Autumn,14:58,PM,Gastrophryne,carolinensis,Amphibian,Anura,Frog,9,2,,Open,,,21,,,,,,,,"Morgan Muell, Gracie Smith, Sharidan Spivey, Sydney Spurlock",Vert bio
406,10/14/22,22287,14,October,2022,Autumn,15:21,PM,Blarina,sp,Mammal,Insectivora,Shrew,,,37,Open,,,,,,,,,,,"Morgan Muell, Gracie Smith, Sharidan Spivey, Sydney Spurlock",Vert bio
407,10/20/22,22293,20,October,2022,Autumn,8:30,AM,,,,,,,,,,,,,,,,3.9,81.9,,No vertebrates captured,"Katie Eaton, Alexis Lindsey, Kim Glenn, Josie Wolan, Sarah Rayburn",Vert bio
409,10/21/22,22294,21,October,2022,Autumn,15:04,PM,Anolis,carolinensis,Reptile,Squamate,Lizard,,,,Edge,"Path to firepit, skinny tree",,,,,,,,,,"Morgan Muell, Nicholas Young, Emma Roark, Abigayle Crochet",Vert bio
408,10/21/22,22294,21,October,2022,Autumn,14:42,PM,Scincella,lateralis,Reptile,Squamate,Lizard,,,,Open,Near fence #1,,,,,,,,,Visual observation,"Morgan Muell, Nicholas Young, Emma Roark, Abigayle Crochet",Vert bio
410,10/22/22,22295,22,October,2022,Autumn,8:00,AM,,,,,,,,,,,,,,,,15.5,60,,No vertebrates captured,"Dan Warner, Mick persyn, Amber Gay, Colby Cheaney, Nick Young, Maddie Edwards, Andrew McKibben",Vert bio
412,10/28/2022,22301,28,October,2022,Autumn,15:15,PM,Anolis,carolinensis,Reptile,Squamate,Lizard,,,,Edge,Turtle pond reeds,Male,44,75,2.12,,,,,Injury on neck,"Morgan Muell, Kendall Jackson, Tori McLaughlin Mark Estrada",Vert bio
413,10/28/2022,22301,28,October,2022,Autumn,15:20,PM,Anolis,carolinensis,Reptile,Squamate,Lizard,,,,Edge,Turtle pond path,,,,,Juvenile,,,,,"Morgan Muell, Kendall Jackson, Tori McLaughlin Mark Estrada",Vert bio
411,10/28/2022,22301,28,October,2022,Autumn,14:20,PM,Anolis,carolinensis,Reptile,Squamate,Lizard,,,,Forest,Homestead forest,Male,50,94,3.15,,,,,,"Morgan Muell, Kendall Jackson, Tori McLaughlin Mark Estrada",Vert bio
414,11/4/2022,22308,4,November,2022,Autumn,15:03,PM,Sceloporus,undulatus,Reptile,Squamate,Lizard,,,,Edge,Neat ampitheatre,Female,32,10,1.23,,24.7,56.2,,Broken tail,"Dan Warner, Gracie Smith, Sheridan Spivey, Emma Roark, Alex Awtrey, Branyon Clarke",Vert bio
415,11/4/2022,22308,4,November,2022,Autumn,15:05,PM,Sceloporus,undulatus,Reptile,Squamate,Lizard,,,,Edge,firepit,,,,,Juvenile,,,,"Escaped, jvuvenile","Dan Warner, Gracie Smith, Sheridan Spivey, Emma Roark, Alex Awtrey, Branyon Clarke",Vert bio
416,11/5/2022,22309,5,November,2022,Autumn,8:00,AM,,,,,,,,,,,,,,,,20.1,69.1,,No vertebrates found,"Dan Warner, Laura Holt, Riley Conolley, Ben Mitchell, Colby Cheaney, Andrew McKibben, Mark Estrada",Vert bio
434,1/25/2023,23025,25,January,2023,Winter,13:15,PM,Plethodon,glutinosis,Amphibian,Caudata,Salamander,5,,11,Stream,Under Coverboard,,5.9,5.9,4,,,,2,"Bag calibrated, female?",IWO,Ecology
435,1/26/2023,23026,26,January,2023,Winter,13:52,PM,Eurycea,cirrigera,Amphibian,Caudata,Salamander,5,,,Stream,Under rock,,8,5,,,,,3,"With scale, female?",Natalie,Ecology
438,1/27/2023,23027,27,January,2023,Winter,13:00,PM,Eurycea,cirrigera,Amphibian,Caudata,Salamander,4,,,Forest,Stream near 4,,,,,,15,20,2,,Shawn,Ecology
436,1/27/2023,23027,27,January,2023,Winter,13:52,PM,Anolis,carolinensis,Reptile,Squamate,Lizard,4,,,Forest,Under log,Male,4.4,8,3,,14,33,2,,Shawn,Ecology
437,1/27/2023,23027,27,January,2023,Winter,13:10,PM,Eurycea,cirrigera,Amphibian,Caudata,Salamander,5,,,Stream,Under log,Male,2.5,5.5,3,,14,33,2,,Shawn,Ecology
441,1/27/2023,23027,27,January,2023,Winter,14:30,PM,Virginia,valeriae,Reptile,Squamate,Snake,3,,,Stream,Rock,,10,,,,11.7,31.8,2,,Shawn,Ecology
440,1/27/2023,23027,27,January,2023,Winter,13:40,PM,Eurycea,cirrigera,Amphibian,Caudata,Salamander,,,,,32.66 374-85.48672,Female,,,,,15.28,,2,Log,Shawn,Ecology
439,1/27/2023,23027,27,January,2023,Winter,13:00,PM,Plestodon,fasciatus,Reptile,Squamate,Lizard,,,,,32.66 374-85.48672,,,,,,15,28,2,"Log, female?",Shawn,Ecology
418,2/9/2023,23040,9,February,2023,Winter,14:05,PM,Scincella,lateralis,Reptile,Squamate,Lizard,,,,Edge,"Under rock near pond, upslope near firepit",Male,40,58,0.88,,21.2,74.7,,regenerated tail. break was at 27 mm,"Ian Hall, Brady Tuton, Nick Kimbrall, Dan Warner, Matt Beuhler",Herpetology
417,2/9/2023,23040,9,February,2023,Winter,13:25,PM,Eurycea,cirrigera,Amphibian,Caudata,Salamander,5,1,,Stream,Stream pittrap,,37,52,1.1,,21.2,74.7,,,"Ian Hall, Brady Tuton, Nick Kimbrall, Dan Warner, Matt Beuhler",Herpetology
